CPU only time (ns): 1.6997e+10
PIM only time (ns): 1.45678e+10
Reuse offloading time (ns): 1.47849e+10 = CPU 8.74907e+08 + PIM 8.74699e+09 + REUSE 5.16302e+09 + SWITCH 3.17391e+09
============================================================
  BBLID  Decision            CPU            PIM     difference          Hash(hi)          Hash(lo)
    893         P        56550.9         341548        -284997  4862060697b77e9b  14fbc568cbfc5b20
    894         C        841.666           6341       -5499.33  487fc8c979b1bc2d  0757ac5a08813725
    895         P        51.6666            268       -216.333  488cf720cc76072b  a97fbee1f6896a24
    896         C        359.333            250        109.333  48acb7f57157369a  d1f7cb4df220c58f
    897         P            410            342             68  48ad25569372b9ad  ed2e8ce9ff0a7444
    898         C        21.3333           1792       -1770.67  48b4f0cbf8e3d24d  d86f3f48e7de78de
    899         C        5.33333              8       -2.66667  48dd2ce1b9039e91  e4256a9f31743abf
    900         P         111999         183238         -71239  48e0c1238eb5f074  59799036b7370621
    901         C        34.3333            384       -349.667  48f9b0bcbcfd14cd  4d7f50eaa7c1c399
    902         C        10114.7           6401         3713.7  48fb8e597e089592  af8e1e4c1d5a754c
    903         P    6.96278e+06    5.10454e+06    1.85824e+06  4923ebaab60c9fcd  ad585df9bb8fc998
    904         P        83999.9         145756       -61756.1  4947338df9835112  8fbc1029f013dc82
    905         C        616.666           6344       -5727.33  494c971e2cb212f3  aca5ac40ef030e75
    906         C           3042           6447          -3405  4978a03db9de2c41  fe448c3a8baec796
    907         C        11.3333            840       -828.667  49b58881b0936316  7acfd1183f64e529
    908         C       0.999999            100            -99  49bbf990d426f4ff  dd29fc1277ceaaa3
    909         P         107507          30178          77329  49d5d74413c8d95c  90e094275ac48bd2
    910         C        675.999           1256       -580.001  49e45c528fa312f3  fcd19a91f28328ed
    911         P         187161    2.79944e+06   -2.61228e+06  49f9d63558649042  97600e1293e52991
    912         C        6319.99          46337         -40017  4a0e384f30210e70  d4ebeec90ec8ac32
    913         C        5.33333             64       -58.6667  4a133a9c2981706f  182c83c7158436da
    914         C        701.333           3392       -2690.67  4a51eb1039e858e3  c098ece2ce7d9baa
    915         P    1.17554e+06         538618         636922  4a61cba1d7b1c303  85a0af858777559b
    916         C            239            604           -365  4a750481f5d918b9  c6586051b0eb482a
    917         P        8.99999            944           -935  4a84db9de04e0556  32d7cc151ad26bd5
    918         C       0.999999            115           -114  4a88c6088142c2f4  d0447af76b106181
    919         C            304           9414          -9110  4ad6fdb293d2f896  06b7b7f5d672e65c
    920         C        6.66666            528       -521.333  4adc72bf1af0d15b  29fb53c7de65bb4d
    921         C        72.6666            780       -707.333  4ae3b89c0f9943bb  fc6ca2b01207501b
    922         P        66.9999             62         4.9999  4afee51878be47a6  7c3ac74288cc7a13
    923         P        923.999            511        412.999  4b07c8b8c0af2396  606aa1e76845562a
    924         C        710.999           1091       -380.001  4b126a1210720e5e  ae46753fa05f837d
    925         C        13.3333            478       -464.667  4b23cdb16a8a0b84  5fd226d3d3002361
    926         P         112070         163603         -51533  4b26dc1f9ae9862c  5d54860de5845a24
    927         C        26684.3         403225        -376541  4b42659b1954a8d5  45733ffcfa483bae
    928         C        550.333            430        120.333  4b4aea49151f3112  37436ccd2e2da013
    929         C        155.667            312       -156.333  4b703efcf83a9e0e  7102e393a664ae89
    930         C        72.6666             50        22.6666  4b86fb2895e305e9  5c922f64a81befca
    931         P        741.999           1724       -982.001  4b8c70e172f11605  31683fd7084824fb
    932         P    4.04492e+08     1.6971e+08    2.34782e+08  4b9357e35e02aeea  cdbc9843ab2dbb4c
    933         C        2056.66           3249       -1192.34  4b9a3a06a420ebb9  4537fafe56ce9084
    934         C              3            152           -149  4ba5503dfd7b603a  ef0e292b8f9fa612
    935         P    7.19709e+06    2.78269e+06     4.4144e+06  4ba6d64a9c20ae90  dd3775f4bd003f5e
    936         C        63.9999           1164          -1100  4bbf204bd521753b  fd72ff385bddcec6
    937         C        903.999           2214          -1310  4c2a54280ccc208f  ec02f32e74405dd8
    938         C        539.666            996       -456.334  4c2bbc5675b79b9c  8898f28345fdb05b
    939         P    1.55083e+08    4.15897e+07    1.13493e+08  4c4396e16ec33fdb  cab06942a328da7b
    940         C        75.3333           1152       -1076.67  4c5beb9faa490b08  3ca74e1b0d1ddee2
    941         C        1.66667            400       -398.333  4c826df520fe544f  a4fe87a2b6a51152
    942         C        216.333           2388       -2171.67  4ca461e468386101  629029fbc51f021a
    943         C              4            115           -111  4caba0336653c38e  3e6824698b3a6a33
    944         C        14.6667            366       -351.333  4cadafbca0370f9d  b9b6669981234d2f
    945         P        5717.66           2031        3686.66  4cb9087e9ec0b251  c6a90f05c839b878
    946         C        43.3333           2324       -2280.67  4cc022e3437e73e9  06a7f2272db29989
    947         C        55207.6         617351        -562143  4cc80aa24a50ac6b  5826b50bc6447912
    948         C        607.333           3923       -3315.67  4cd276cdce2d13de  41cabd061caf08bc
    949         P    1.50226e+09    6.01904e+08    9.00356e+08  4ce7e215d9b30dbb  e4c8f5b4e4e8d718
    950         C        396.666           1992       -1595.33  4cf20e8ecd37bb1b  cbafd18bb7c596de
    951         P        503.333            264        239.333  4d031b683c955e2a  0d858df00e098576
    952         P             32           1984          -1952  4d13892ce22da94e  0f22728224041ac6
    953         C        854.666           1231       -376.334  4d1e67328b8fa67e  be0c4533e3fcefff
    954         C        1970.66           1460         510.66  4d375e086b87782b  89b3bc82b018a1b4
    955         C       0.666666              8       -7.33333  4d4296d377d25b12  76bc7020b3778dc7
    956         P    3.90032e+07     3.1904e+07     7.0992e+06  4d6924d131dac17b  4f783075ce882903
    957         C            194             80            114  4d6ac8aea438695d  5d68c35ff24c4122
    958         C        573.999           1191       -617.001  4d6defadc55099ee  094cd61a0d85346b
    959         P         686357         417606         268751  4d7318018e1374fa  1bfbdf203807a2a2
    960         P        84209.2         174324       -90114.8  4d919d3ecc671b64  655670dd44b1f047
    961         C             45            400           -355  4d94da13714ce67c  333f35d0ae1920a8
    962         P    2.05701e+06         326136    1.73087e+06  4da52c5785725005  19e80eb20cfbb667
    963         P        8121.99           6201        1920.99  4db9054ad4824244  d682deb9e772ef66
    964         C        37.3333           2080       -2042.67  4dc887b6966793e7  e16ceb1729926335
    965         P         574732         246197         328535  4dca6e9afd694ae3  90e1e9157d90ade6
    966         P    1.38905e+09    3.64753e+08     1.0243e+09  4de0fea63b4bfb79  c242646d03a4f5f6
    967         P        55999.9          77615       -21615.1  4de29b4eea70db93  b0a9441f95193155
    968         C        2821.66          42768       -39946.3  4dfbf8ac74670ac9  55a160041e6a00e3
    969         P              2            244           -242  4e2a5dbd5ed8a007  ac36fe111134f4f9
    970         C        6.66666           2047       -2040.33  4e2f464e4eaee076  9613fb06c975a96a
    971         C           1527           5760          -4233  4e6b1ad8620e104b  742bdf9792d14038
    972         C        61.9999             60         1.9999  4e6cd57480a5a0e6  fe98411f3a0cb36b
    973         C        471.666          13864       -13392.3  4ead9dc14ed5a78c  a930ab126f094edc
    974         P         196002          41340         154662  4eb08b0eaf82fce8  5fd9feac21acaceb
    975         C        57.6666           1813       -1755.33  4eb0dcbdb79aeaf7  305a3ff226e42201
    976         P         504016         540504         -36488  4eb416594519243b  029580e7ab8289a8
    977         C        101.667           6168       -6066.33  4ec997b5883f7957  b49e2535c1c697cc
    978         C        16.3333            224       -207.667  4ef08562bbe6990b  f9e07e7ce0e9ba0f
    979         C            210            828           -618  4f1850f83fb585e9  e2862e5ebf04386a
    980         C        3.66666             89       -85.3333  4f32e8d0d7bfca6b  cf4948559e2ff30e
    981         C        90.3332            170       -79.6668  4f438693dc645e20  64ba17f453b3fe83
    982         P        55999.9          22048        33951.9  4f4f23fbaf650aeb  edb24dbdc9abdcb6
    983         C        9.33332            202       -192.667  4f4f2de1cf1095f9  0736a7f082c2fcd6
    984         P         112000         185234         -73234  4f6dc1dee3f23490  9f24eeb7055a6140
    985         C             17           1481          -1464  4f7d6761cf03ce8e  b3bece7c18cacd7b
    986         P    4.95719e+07    2.48753e+07    2.46966e+07  4f8ff47acc7a2b7d  3207b16594df2dbf
    987         C              3             16            -13  4f93001e128794d5  0f428740c6695d3c
    988         C        336.333            592       -255.667  4fa4d05f9c96f438  f9d57faeeaefc1a5
    989         C        844.332           6980       -6135.67  4faf2ac589cac71e  ee7f352b81687276
    990         C          16073          16168            -95  4fc732d04c39146c  51df05692f385ccf
    991         C        1.66667             11       -9.33333  4fe29e7b67417894  c921eb387b95d242
    992         C        268.666            269         -0.334  5001bf35dc95efa2  5871cd6becdcf735
    993         C        5317.33           7536       -2218.67  500469f3434fd75f  fddd504af07b99c1
    994         P    2.23799e+06    1.13166e+06    1.10633e+06  500ac0d769765f7f  8c420268089e6df8
    995         C        83.6666              5        78.6666  5021542c9c947b07  42976e118f69b9a9
    996         P        1600.33           1556          44.33  502970af3c648d89  a158bc1af2511368
    997         C        47196.3    1.14851e+06   -1.10131e+06  50553941571ce067  61d986b52c1da7a1
    998         C       0.999999             55            -54  505a105823c8eb1b  a60912b004a1137e
    999         C            225           1192           -967  5060c4b6ccba3729  c606c0ccc7b0c387
   1000         C     8.0641e+06     1.6384e+06     6.4257e+06  5082b1f28d5caa67  45ae7df902615657
   1001         C            251            367           -116  508e3377e327fce0  ad2aa4a6657887b4
   1002         P        909.332          12421       -11511.7  5099ebe8b7d14775  fa87c6fc6434c533
   1003         C        5.99999             90            -84  50adb28c323f8e15  539b75027468cc80
   1004         P    1.23218e+06         218052    1.01413e+06  50bca19340ef969e  f2ea2ce6cd32e6d9
   1005         P         195997         311628        -115631  5121f8c06b7c75ae  481f649d24b1b22d
   1006         P         196149         215840         -19691  512a1fb463d899ab  c82d5f0ac56e9cd5
   1007         P    3.10965e+07    1.19852e+07    1.91113e+07  51375407b04a3eea  0feea318cac36269
   1008         C        348.666            553       -204.334  514d6d68077fd933  2a9baf679ad22073
   1009         C        67.3333            174       -106.667  5153d7f9c59a4f66  2526602cc76436b6
   1010         C        157.667            381       -223.333  515d70ea5a2191d7  f08be6856fcdc205
   1011         C        69.6666            184       -114.333  5167825626338413  bba530ed37cb5a6f
   1012         P         420051         373024          47027  517997ab0ff04733  ad8affa51c96a5c5
   1013         C        68.9999            131       -62.0001  5186ee15c8797e77  16a80f40720fb3b1
   1014         C        5396.66          77504       -72107.3  519be4f5df9fd7fe  533e4eaabdcd23c3
   1015         C        15.3333            408       -392.667  51a49cc9e6fa63b0  89bf7083356c0e06
   1016         C        876.999           1356       -479.001  51a65c6b5da0689b  a7219f16edea7f9e
   1017         C        1.66667            645       -643.333  51bab7363891b321  a8453d4fafc9f147
   1018         C        3842.33          64048       -60205.7  51ce008f50deda32  a160dafe911ee110
   1019         C        2029.33           3713       -1683.67  51f66d1a570ae02d  5632ea018d4105a7
   1020         C        9.99999            294           -284  5215ca99f69e48ff  b3921eba3983e05b
   1021         C        20520.3         236970        -216450  5224874327ad073e  39b019e0b1e17469
   1022         P        165.333            500       -334.667  5226448db3fa7ff7  74b615a6e8dc74e2
   1023         C        329.333            430       -100.667  526057259f4cbfe0  dc3b8dfd563cfe69
   1024         C        397.333           5945       -5547.67  528c9accc37fda72  eb21f86c9c84164e
   1025         C        1526.67           5137       -3610.33  52a285bb2f690045  defd3e7cb1c6d682
   1026         C        19186.6         319650        -300463  52a8fe59af9b5520  1f6fd401551f5665
   1027         C        5.99999            346           -340  52b522363f45350e  ff22d7b29fae199a
   1028         C        53480.3         576985        -523505  52c93907a7daf4f2  0f5472bd29c19ead
   1029         C        11262.7         117020        -105757  52cacab8104d4121  d0d19500fad4a3ad
   1030         C        559.999            504         55.999  52da3c1460f4e028  0ca0a01c578a4619
   1031         P        84.6666             64        20.6666  52e270ea0f38a6a8  dccefe008ca02fdd
   1032         C        5.33333            123       -117.667  52e989dc1a2df618  801d52d8d7d91189
   1033         C            228            126            102  52eaf259e561756d  cae77ff0acc02a85
   1034         C              3            244           -241  52fc4df2b9253ec3  7f60d5c6b635adf7
   1035         C             40             64            -24  52fd2f7ba0a4a778  43482e4150089184
   1036         P         513969         191374         322595  52fe7130a038c5b1  eee279375be2e716
   1037         C        6.33333             22       -15.6667  532d86fa18dccf93  61982a81a7f9b4f4
   1038         C        1829.66           1092         737.66  53ac20edfa90c3ea  0782352763746ac1
   1039         P        2.66666            244       -241.333  53c3ca70b5b5f12c  99c5e8be24bc2869
   1040         P        30.3333           1174       -1143.67  53c539524106d556  e5ea51921024eaab
   1041         C        322.666             16        306.666  53dbe3e9775dbf15  926161913fbc7850
   1042         C           2560          38880         -36320  53ec8d16d922902f  6c3dc63d4bea8c6d
   1043         C        82.3333            558       -475.667  53eead22bf563a34  b2e0e6e9f1a1e450
   1044         P    6.71415e+06    3.99675e+06     2.7174e+06  53f04dadbb672694  a8fef68d92bb3b72
   1045         C             43           1036           -993  53f241903764ac33  3309b1d188b07f31
   1046         C        182.333            400       -217.667  53f4a5b924f00226  4c3ebb174ed62310
   1047         C        295.333            400       -104.667  540aa10c8620c6c4  9653600bd95e6cdc
   1048         C        15.6667           1953       -1937.33  543ee53a4076c27a  1bed118faed8fffe
   1049         C            335            681           -346  5451ef918e880c03  fd6138181a3ac05c
   1050         C        12009.7          17587        -5577.3  545aab9d72af54a9  e9b790a77f64f248
   1051         P        1316.33            328         988.33  548aad5b78342185  829bbea2364eb131
   1052         C        690.999            813       -122.001  54a92723a3198c68  b8517ea90de5e7f7
   1053         C           1734           2652           -918  54b1ee68d276a60c  672ee0d65db192da
   1054         C        1722.33           2749       -1026.67  54bc0afc3838ff9f  99f576f8aa78a3c9
   1055         C        732.999           5460          -4727  54c2f49cbc2be18a  c09078a668997136
   1056         C        701.666            552        149.666  54ee9be834f8f080  7f67536a5172f945
   1057         C        17.6666           1344       -1326.33  54f912ce66c80885  9fe027471688af26
   1058         C        257.333            473       -215.667  5523ad57ad3e0ef0  9ccbc2aff94ad0d4
   1059         C              2             63            -61  5557f90219faafa2  1b33d1221bd79695
   1060         P    2.77455e+06    3.01315e+06        -238600  555e18d75b2babcb  9bfe013106d398a4
   1061         C           1087           2164          -1077  5581e0e110ee643f  dda36234b6ac3b1d
   1062         P       0.666666             57       -56.3333  5587dec816241c18  a9ce2c2c80533f0f
   1063         C        332.333            233         99.333  55cd62b24d638029  652e035ca23801cf
   1064         C              4              5             -1  55e8ea2a7641135a  48bf809dcff76274
   1065         C        11.3333             16        -4.6667  55f5cac29fa0ddec  7a9b712a6fb89ffc
   1066         P        9.33332           1182       -1172.67  5606d3892d406ab7  3e7271376415f472
   1067         C        89.3332           6005       -5915.67  564909bec5d148f5  5e260ac991ea4d67
   1068         P    7.77842e+07    2.54066e+07    5.23776e+07  56560d312254d7a4  0f555756f6fbc666
   1069         C        179.666            334       -154.334  565629bb8424980b  b70aaadac42fd088
   1070         C        2.66666            130       -127.333  5699e3791f73e096  7317b22edbca1ee3
   1071         P           2258           3574          -1316  56bd5a3c625d7276  c017aa78e7c2565b
   1072         C        2028.66           1839         189.66  56bfbcc2ccb51c39  06d7f74eaea11fde
   1073         C        602.666            394        208.666  56d0c59a729a306e  2ba63ac3fc274f60
   1074         C        326.666            426        -99.334  56d2b0d81cfb2a6e  7b4373bd30d31abe
   1075         C        783.666            330        453.666  56e3d299bb7d5400  0d7699f6bc46b84c
   1076         C        1.33333             74       -72.6667  56ea0f5a0f147b97  16b158f64bff73bb
   1077         P    3.32146e+06     2.9823e+06         339160  56f0bf5b7509a0c8  bb48639426f9fc0f
   1078         P    3.23491e+07    3.18898e+07         459300  570f98efa5e598ca  7286c5e25e5747d7
   1079         C        67.6666            115       -47.3334  5711e02dd827b20d  6dc93730556e4082
   1080         C        21.3333           2880       -2858.67  57172df83a0d7b4e  5ebf54c701c6559c
   1081         C        6.66666              4        2.66666  57335c54762d63fe  98aa9df987cdc1e5
   1082         C        2.66666            141       -138.333  574ae6a077c2682d  5b89b7f667a60b21
   1083         C        999.332          19539       -18539.7  574fdc1f554d5e79  850d4d8f25135856
   1084         C        553.666            848       -294.334  5753fbf998a51589  6595cf40537a285e
   1085         C       0.999999             64            -63  576ca6e2fd6a5cd5  a340367e821834cc
   1086         P        56012.9          22048        33964.9  57b37aba9db7f853  2daebf0a8273b46f
   1087         C        31.6666            882       -850.333  57be45841de9803b  2f9dfc72b2e424f8
   1088         C        4.33333             61       -56.6667  57be8ac3b74fe0db  ca0b9aaaffeeb8cb
   1089         C        61.6666            120       -58.3334  57c8d68d1df60a72  ff562f8f2928a409
   1090         P        615.666            403        212.666  57e80283182f688e  fc4202a3b2485078
   1091         P    2.67458e+07    7.38986e+06    1.93559e+07  581211cdf9a70e48  70f6b4ef7a6cc18a
   1092         C            268            250             18  5816ccef33006466  094231e104ad8fcb
   1093         C        6.66666            269       -262.333  581b3f14ab7466cf  1c42ac4f464b9c43
   1094         C              3           1104          -1101  581db5c96a0d703d  a67aa7d06217a6f4
   1095         P    1.46074e+07    5.51935e+06    9.08805e+06  5821bfe7d6ffd3fc  37db92512c8beae1
   1096         P    7.78577e+08    2.44435e+08    5.34142e+08  582eb1fdb02ce48d  dc413b3f0c6f5457
   1097         C        46.3333            604       -557.667  583ca69a5726e5e6  c9d99b2f0109508d
   1098         C           1095            435            660  5840fe9a84f43791  660e63fa29210fec
   1099         P    1.68935e+06     1.3431e+07   -1.17416e+07  5844849789d499f4  8624c17397a416ee
   1100         C        613.999           2389          -1775  58705558615f4164  ecbfbdcc90410407
   1101         C        70.6666            184       -113.333  587838b9e3c738c9  cebd68bb8b2dc9c2
   1102         C        69.3333            163       -93.6667  5894cf73500f74cb  333fbcd74d40a3fe
   1103         P    1.72779e+06         707240    1.02055e+06  58b571196027aa03  4d3f82fc617f734e
   1104         P         111344         839250        -727906  58c236609b57ebd0  75d5b80cf04182ef
   1105         P    5.25636e+06     6.3581e+06   -1.10174e+06  58d6b535e05735da  0f421ddd5f571251
   1106         P    1.50594e+07    4.48401e+06    1.05754e+07  58e52170549b4444  208581b249e9febc
   1107         C       0.999999             59            -58  58fac806471c48f5  1fd908f817b1b30f
   1108         C        78.3333            614       -535.667  59176603f9d541da  0196f25cfee76a38
   1109         P    3.71912e+07    1.16859e+07    2.55053e+07  592d57b91930e07d  4b17d469ff3cb039
   1110         C        64.6666             91       -26.3334  5941bd686d389e03  9dc10491c3b3ccb0
   1111         C        993.999           2772          -1778  594862bbd0e95cdc  9b56757ec0b8c6d3
   1112         C        174.666           1094       -919.334  59abab456fb51ef3  7351b72a011200a0
   1113         C        73.6666             80        -6.3334  59c10c36d07e3aa1  94c83c79efed8910
   1114         C        87.6666            260       -172.333  59d8531cf8f71a77  d9d46282ce1d861f
   1115         P    1.39749e+06         339883    1.05761e+06  59e9ff95360dd0a7  a7118a2f766c4acb
   1116         C        16.6666            307       -290.333  59edb334dba95551  d20a67bb7114c55e
   1117         P    6.85725e+07    1.97896e+07    4.87829e+07  59fa302cc837add6  4aa9ac2255d90e16
   1118         C        70.3333            111       -40.6667  5a0d915ee2fb0ea0  b83d887ad346c895
   1119         C            124           1062           -938  5a124a051063a81f  67960f90064c763d
   1120         C         436456    8.04423e+06   -7.60777e+06  5a3c03aa4df52188  d44cb4a18c6afdf7
   1121         C        86.3332           6546       -6459.67  5a3f9302854560b2  e403f115b4da86f9
   1122         C        1444.33          10974       -9529.67  5a4364f1b72b0391  9dcf23c7566dc0b0
   1123         P        5068.66           3617        1451.66  5a472493aa77dcdf  37c4b6f12c2bd1dc
   1124         C        12598.7         216436        -203837  5a6c9babf20b85dc  fd3e3e979e59c6d1
   1125         P     4.6169e+06    3.14962e+06    1.46728e+06  5aa26846a7fe1797  459f2b7194597c2f
   1126         P         647260         282830         364430  5ab5778a05c88479  db2ecd75e28c1e66
   1127         P         219354    3.28108e+06   -3.06173e+06  5abe1a85784ccdbc  03f6db68a27be628
   1128         C        5330.99           4566         764.99  5acf0c3c67a3c24c  f57a4fb41c924177
   1129         C        1853.33           9341       -7487.67  5af9b7a29e3b9db9  10dcc3fc6c2055d8
   1130         C        3.33333             82       -78.6667  5b014401805a0f99  5835268f46ddf179
   1131         C             12            103            -91  5b18c91bc0999242  8b8b54d08e1735c5
   1132         C          12727          18784          -6057  5b1f8695ea3553c7  0661afe4d3f5e959
   1133         C        282.666            223         59.666  5b2749bdec7ce565  f752db27c9577ed4
   1134         P     1.4328e+06    1.43748e+06          -4680  5b2cf9a6b6b57c61  234364fe2eae537e
   1135         C           1146            325            821  5b39a97d6b63fd90  4bb67cd4bb46bea8
   1136         C        79.3333           1092       -1012.67  5b40710960576639  412207e88f365509
   1137         P        27.3333            619       -591.667  5b4b0a0f707a1b74  72687d0d636d61fc
   1138         P        3.33333             91       -87.6667  5b4bd0f2968533ca  40ffb807adc48ae9
   1139         C        805.333           1216       -410.667  5b7b0dddf8bf2d2e  4db3f3a590d67b57
   1140         P    2.24447e+06         637486    1.60698e+06  5ba3b956bd60d1db  93494ed9bbb7193b
   1141         P        28000.3          11024        16976.3  5bab4ad311954b5b  b1d9405a8fb4e154
   1142         P    3.22843e+07    2.22244e+07    1.00599e+07  5bbe4d9d12182c35  a8b31604ecafd543
   1143         C        226.666            120        106.666  5bf5b74dd57260fe  0d723c059a0799fc
   1144         C        80.6666             97       -16.3334  5c09e84107ae9fe5  ce4a2f72bcffd007
   1145         C        44309.3         526395        -482086  5c1e15f541ec68b9  1106e3a7f807141d
   1146         C             26            155           -129  5c23dcdfc09d85f7  2e6c24a5b0bec26b
   1147         C            156            251            -95  5c60981f43557626  869b27faaa092f7d
   1148         C        65.3333            142       -76.6667  5c6d674f119e1b72  47c10209dbe707c7
   1149         C        168.333           8553       -8384.67  5c7b97959f00f048  1c9beee32a10e87d
   1150         C        3.66666             65       -61.3333  5c833c749c13c017  edb1a154ae6eb8d9
   1151         C        692.666           1385       -692.334  5c93fe0795f26fdb  0e7efd4ee66753f1
   1152         C        3.33333            224       -220.667  5cacf64b23418d03  9e8d681f43b2f0d2
   1153         C        72.9999            138       -65.0001  5caf99cd92711f3b  de6e065dd4aa4e8a
   1154         C        238.666             81        157.666  5cb149b01f3110e4  bf5899b94e80167d
   1155         C        217.333            355       -137.667  5ccfc24cc99a9fa5  ee224f63f10a5684
   1156         C        1.66667              8       -6.33333  5cd45643f214ca2b  05385746d75deaba
   1157         P        55999.6          44163        11836.6  5ceea8f090ecaa15  5b1c2efa3189e567
   1158         C        5098.66          38752       -33653.3  5cf3f23c8a937241  d61cd9dc11cb66d9
   1159         C        584.999            256        328.999  5d04837e9921dde5  09de5e518c5fa656
   1160         C        62.3333             60         2.3333  5d12a72ed1f0f440  4b5061b727b707c3
   1161         C        70.6666            227       -156.333  5d1e43aa3cc238bd  3ed3643feddbec97
   1162         C        21.3333           1044       -1022.67  5d6bdbd43235829e  d002ae760a14e600
   1163         C        2534.33           1024        1510.33  5d6e66f26216d370  9dec30e0ead83596
   1164         P        58290.6          73926       -15635.4  5d73b57283e4e5bf  2cbb5724c8965c17
   1165         C        30143.3         426588        -396445  5d875d6cca8baef1  ee58a30049ff9d8a
   1166         P         277757          66144         211613  5d8be9104fcbcf96  fc087f29256ef364
   1167         P        55999.3         181277        -125278  5d9d5db08088adfa  b0c5874b2a215f1c
   1168         C        8404.32          50459       -42054.7  5d9f83a9df3e2c0f  7083ce5bee57c936
   1169         C            223           1813          -1590  5dcca49e1a86ab57  3493910ed68a22d2
   1170         C        2424.33            340        2084.33  5dd64ee7ff20d33e  0538f57142f9d261
   1171         C            237            466           -229  5dee92a1fc759aba  f1cccdd74ec3f70b
   1172         C        22.3333           1752       -1729.67  5def3bb3e3f079a9  35c158de63e087e0
   1173         C        150.667            209        -58.333  5df655bc31602f00  fd81806cbb2df2c2
   1174         C        570.666            268        302.666  5e0cb7714caab965  e41c2cc2529093ff
   1175         P    2.26568e+06     1.2429e+06    1.02278e+06  5e379f556e8b7b60  857001341ba5e9af
   1176         C        137.667            303       -165.333  5e4b6dae49bfbf7d  8e281b68afc61f8e
   1177         C        136.667             81         55.667  5e5d777aae7721b8  5d1ec62d0bf8c45a
   1178         C            141           2367          -2226  5e615f721cb32fd1  8c4c9f1309e685bb
   1179         P         167950         191560         -23610  5e6aa790e49be8d6  dc5869e54081c2cf
   1180         C        188.666           5217       -5028.33  5e82787ba7e03416  47cd6a049c68068b
   1181         C        304.666            203        101.666  5ee03ab34cb18943  c048231f571c1bd2
   1182         P     1.8992e+06     1.0587e+06         840500  5ee425f708527375  810a6091a93892d5
   1183         P    2.12847e+06     2.2182e+06         -89730  5ee821f100b051a4  e1d156fac51689c3
   1184         C        5225.33           7425       -2199.67  5eeb06629756cfd4  f7689d17f30c98ae
   1185         P        990.666            655        335.666  5f0e3f3241ca4604  f924efa9c4e6010f
   1186         C        13.3333            878       -864.667  5f11c4148a968fc3  a89d3a1bb96353ee
   1187         C        64.9999            742           -677  5f21977a9e54c029  5ddb8051f92129ec
   1188         P           2560          30720         -28160  5f399827ad423b1f  a1569b73e9b1d9f8
   1189         C        8855.66         173616        -164760  5f41b7d20c15e3b5  f8d51ddf5074567d
   1190         P        2581.33           1479        1102.33  5f512df42be02b65  1667fe727b06901a
   1191         C       0.666666              8       -7.33333  5f54ffe7936eab17  95778eb69c1f7337
   1192         C        27646.3         225317        -197671  5f604ff0270bf469  5886a1433882061e
   1193         C            152           1369          -1217  5f62a1e6c464cabb  04c3bffed614ecd0
   1194         C       0.666666             55       -54.3333  5fed8c76e15f4e62  ae15cd51351ab438
   1195         C        5.33333            316       -310.667  60095d90a93f26fb  fc25c7201fe9d9c5
   1196         P         347279          24822         322457  600e2b0e73015fa9  9e4fd40d9f80f8fa
   1197         C              2           1190          -1188  6011d6b63c3f6543  aa9700edf708a852
   1198         C        263.666           1032       -768.334  60226ce3e0d4df7c  9684a3b34d37cc46
   1199         C        3722.33           8514       -4791.67  603b975854adb963  2e659f563d2646b6
   1200         C        758.333             64        694.333  6076bad844a2f946  ca49e5983b9ac14b
   1201         P    2.01039e+07    8.66149e+06    1.14424e+07  607e616dafced4cd  2b3ca214d0983442
   1202         C        323.666            480       -156.334  6088d76a67018fb7  f3fe071e3e7a3e53
   1203         C            183           1386          -1203  609eeb0199a88422  be3dc7f8b6cb9e6f
   1204         P         222753    3.37658e+06   -3.15383e+06  60a0659855138701  6fc75de7ddb1c37c
   1205         P         167999         237867         -69868  60ab2355930a778d  924bd9cf9ce269a3
   1206         P          28000          11024          16976  60b18e3c6404797c  0631fa08351d84a0
   1207         C        320.333            454       -133.667  60bb503469924654  914539bd7933a0ed
   1208         C        217.666            705       -487.334  60dd027f91f0b7ca  945f15f6ddfbc28a
   1209         C        1813.33            900         913.33  60fbbe683e13053d  8fee1a804056c0d8
   1210         C        4.66666            263       -258.333  6108ec6c05791e20  0570bffff1fbd77d
   1211         P    3.77863e+06     9.1138e+06   -5.33517e+06  6117d96059dbd660  b3558d2db2a6e13b
   1212         C        10.6667           1312       -1301.33  61505dd57e76f677  af06faad788fc4ea
   1213         C        3.33333            170       -166.667  61577ea49660df50  353480c8c5127120
   1214         C        21.3333            412       -390.667  618837ffa59f806d  e1beb8e260a4bc3c
   1215         C        667.333         137251        -136584  619f303a3e099405  361cfd9d3ceaedc5
   1216         C        471.333           3336       -2864.67  61a088bf325a7e2e  88c15abb5f34fb5e
   1217         C        158.333             24        134.333  61be28a4973bc3e7  9b78dfcfeeef5869
   1218         C        378.666            566       -187.334  61e1c4e7b8164316  e1b09c375cef56ff
   1219         P        188.333            101         87.333  61e73cd7b14db17e  9ebc1138f2a35f5e
   1220         C           3133           6867          -3734  61f27065c3e2c1c2  5b397a2b98e2271e
   1221         C        80.6666             15        65.6666  61f4da7c6525a4b2  347de86958a63641
   1222         C       0.999999             64            -63  61f9b99ca3bcadf7  d6d3900e8abf8ec1
   1223         P        1770.66            960         810.66  62179a69c62e488a  97c6516526e1f420
